payload_key	replica	category_id	transferred_rows	payload_archive_size_bytes	payload_archive_sha256	archive_file_set_pass	internal_sha256_pass	provenance_pass
replica_0266__ge4tag	266	ge4tag	30730	3624229	fd1c099c9a698d2ce36a36f05402506c4d538caa54ab602112be5f7a6a51c8b4	True	True	True
replica_0267__exact3tag	267	exact3tag	108603	14589989	37d7177cee545b98227d1300aaa23cc981c5663e259c2397fee77fbd573407e2	True	True	True
replica_0267__ge4tag	267	ge4tag	30813	4311818	797304dac22a78cef6ad8b4e312fec01eab908d4e0e0e72c8743a86eaab0cf69	True	True	True
replica_0268__exact3tag	268	exact3tag	108833	14455049	142732124a71ec1e5e4891afa119175521ba2affe87bca502f1ec57fd16a55ba	True	True	True
replica_0268__ge4tag	268	ge4tag	30966	4168858	531cad81549622d7daec509ec2068e553bfe2ff34168e512e63a17a929903a47	True	True	True
replica_0269__exact3tag	269	exact3tag	108454	14576466	c986ee81b0cce9ab9e010dc5e468d9d03d0534d0b5752ba6645aab3c9787045d	True	True	True
replica_0269__ge4tag	269	ge4tag	30470	4114872	ce98528eb361ce29fa7df3157e16097593895c00ad514aec39f3b5befe774324	True	True	True
replica_0270__exact3tag	270	exact3tag	109343	14615927	554223771f00ab0f76e409459a3effbd36be0afa7240fdaed3337f90964aadac	True	True	True
replica_0270__ge4tag	270	ge4tag	31156	3970335	4132c9f3f2be507863c9e9a23dbddadc48be43076f68588eaf4767171d8c44d6	True	True	True
replica_0271__exact3tag	271	exact3tag	108405	14167027	a4c6e45e606eaccadd242f94e54af8132baceffdba67cf6eb7ef37ec551748be	True	True	True
replica_0271__ge4tag	271	ge4tag	30812	3998559	65b6c618c795be52ab48305c68b0a13bc73b4bc1935807743d0109034cd8bdc6	True	True	True
replica_0272__exact3tag	272	exact3tag	108300	14256897	3e9238d864c6f452c297e7f82ba3e8f3472305bd1bfbeb046bc4204222e4f9d5	True	True	True
replica_0272__ge4tag	272	ge4tag	30639	4027399	a80fbdf36e9ddaa4c9c3f5ccc91be097c4184995f40cc3b5cdd7eadf67486308	True	True	True
replica_0273__exact3tag	273	exact3tag	108546	14581648	de5a0cf92129d0a0aed31ea024fc2d60158992a0e7e384f40d1ed48e066a05df	True	True	True
replica_0273__ge4tag	273	ge4tag	30840	4206549	8737906f7ebf9d682d3b70caeb6889ae6a17b9680bcf46de9f883afacc2f88dc	True	True	True
replica_0274__exact3tag	274	exact3tag	108481	14028682	b3371691afcade668d55c630b8a2c234d0ca578cdc8aea8b054005402938856c	True	True	True
replica_0274__ge4tag	274	ge4tag	30853	3913679	94c82523f1776c5deadce9788a12b4a17825135b9cfeddce5abe96f1d565dd15	True	True	True
replica_0275__exact3tag	275	exact3tag	108621	14320944	e8682a3c5ccf3e3cc925fc6797c6e779cfe0740bc3ecbf21f53f7908fe811005	True	True	True
replica_0275__ge4tag	275	ge4tag	30484	3871027	b20cbe63b397e670eacdb398acc2e805b1cda12bfa2490b418e38cfaecfbc96a	True	True	True
replica_0276__exact3tag	276	exact3tag	108943	14685333	383e0d5ad0f85d13144a16bc964e783e046e6cca4f7dfdcaceaccb9613c93c23	True	True	True
replica_0276__ge4tag	276	ge4tag	30566	4147451	56d880a35cbdba4b91c946ae3433da70c75e78ea7b6631dd395d5a9b30ec92a6	True	True	True
replica_0277__exact3tag	277	exact3tag	108510	14703660	a2e0762137f2bb4084b4fb34ae117e939eb51e1236acf354c77d009a16573c01	True	True	True
replica_0277__ge4tag	277	ge4tag	30893	4018799	61ee64934412f3c034bf4e49ad0984f50a20411df9eac477ea0c45fb9e76479d	True	True	True
replica_0278__exact3tag	278	exact3tag	108212	14442485	aa9bef4c06fd516e92192d3a2c418d3a188140873a312dd590ea33f76693ca6c	True	True	True
replica_0278__ge4tag	278	ge4tag	30875	4241354	e7ba50179742741ce610be7d8b42d36d6e209be08c6bf6f10deb7e007f72057e	True	True	True
replica_0279__exact3tag	279	exact3tag	108427	13778544	9aa02309af61813bdab5ce75e399fbc745d15846d19cddbcda9a65bb7a66c539	True	True	True
replica_0279__ge4tag	279	ge4tag	30342	3687983	034e466e253a1c012ac3a5c4c929d542ac3c356e24cf48cc330cd07f179b24ab	True	True	True
replica_0280__exact3tag	280	exact3tag	109392	14884842	1e11c94fe2f04f6d9f142e5bd6dee2cd7c80691fccc4d9a7a208b0e2e4f2452c	True	True	True
replica_0280__ge4tag	280	ge4tag	30592	4087839	7e817a7df740dcb89e7d6279d10dbf2486131694098eb88d5a0662d74a275ebe	True	True	True
replica_0281__exact3tag	281	exact3tag	109160	13902681	dcdc9615252dd724a93d4707ebe20897ccd1cb40b1ac67c1a7586130b81bfe70	True	True	True
replica_0281__ge4tag	281	ge4tag	30586	3773907	339b8d1cf03d29c3d0a2cec6ab609d607ce6af02e4e50d7cf465634fb7ce0b15	True	True	True
replica_0282__exact3tag	282	exact3tag	108116	15135892	0e6b482958a5e41dd6b4d31c64f9e34f025974a1bbb762ed1db535f30e45f1f2	True	True	True
replica_0282__ge4tag	282	ge4tag	30709	4356758	ae2d8b6e304677438e2ba6a93a3cf3ce84092dbb26bdb05eebd0fc4abda2f496	True	True	True
replica_0283__exact3tag	283	exact3tag	108919	13884178	a6a5b132401ab33618344e49c2f7a975a2e05967065ca4a2c419052737a43ba8	True	True	True
replica_0283__ge4tag	283	ge4tag	30653	3721039	3ae34419efd8ee402d6e949b64414dc0e2bd32685fc754a58f2ca918f0277588	True	True	True
replica_0284__exact3tag	284	exact3tag	107985	14308601	47ecbec3f6cf7ed21890b59b68e93d0b27dc636cc0a9daabb0e3e648dafa42c5	True	True	True
replica_0284__ge4tag	284	ge4tag	30654	4117521	6c3137eccd562e19ef94fdcbc402c187e4b06e3360ad9dd7e512219dc7a56d92	True	True	True
replica_0285__exact3tag	285	exact3tag	108794	13870815	db4b33e4c8b2fc58d6b73e3bace9f20a6f8c4919590f6de2e05b60e1f8b4041c	True	True	True
replica_0285__ge4tag	285	ge4tag	30799	3892923	26e8d36971162f37e84aa4b3613fa87ae163fc96b252df7c230aeb3b660f60da	True	True	True
replica_0286__exact3tag	286	exact3tag	108750	14403387	5d47da95beb657f5e6215a8eefb96135bd162141af6ef86effdf78e676f26222	True	True	True
replica_0286__ge4tag	286	ge4tag	30829	4133882	15f4d02605a7872c33ae02450ddc7d28351ce5d18e555201ed337dc2143bb625	True	True	True
replica_0287__exact3tag	287	exact3tag	108496	14495116	df3d2742054137b193c21d434a010e546f065bc34ab1898dd8be1d635da8a46e	True	True	True
replica_0287__ge4tag	287	ge4tag	30551	3999897	741c050f5e831c055e30ce2ecda50462c819344246c2b0debbd9fcc1bd1886d3	True	True	True
replica_0288__exact3tag	288	exact3tag	108672	14096981	3a0d97bc03607b0ca65752fb13a77d9110f8def108894c4e2c8a566035c805cb	True	True	True
replica_0288__ge4tag	288	ge4tag	30714	3998392	bced22cd694db266ea808504798eec1173dc96aa9dffc52a73ac3f7f57eac01d	True	True	True
replica_0289__exact3tag	289	exact3tag	108441	13975178	354293f4849467b269131b5e84ddd1413893b44fefcb0300afd73ab55c00cbbf	True	True	True
replica_0289__ge4tag	289	ge4tag	30813	3766484	51c27f0a54ad7643ea673b14df61ee966cf9d1bc2cd7f1ab9567656c870a98a8	True	True	True
replica_0290__exact3tag	290	exact3tag	108853	15036809	39e7e4fbcbea3461cff74995d28ad682f388966c00f64686913cdb4efca5d376	True	True	True
replica_0290__ge4tag	290	ge4tag	30790	4365629	f5ec9eb189ced36070e435ea597fcb2170f9fa36adab80ddd70438d122b9e9f9	True	True	True
replica_0291__exact3tag	291	exact3tag	108180	14015010	74760ffd91bdc53eb1c576357661e15c5350b8a070a17d4d37a0546d77b4ad85	True	True	True
