sample_class	process_or_mode	campaign	source_scope	source_path	source_tag	field	value	status	remote_bundle_path	source_kind	source_paths	source_member_sha256s	source_bundle_sha256	identity_pass
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ggf_hh4b_ml_ext20k_frozen_v2_20260716_cross_layer_audit_v2.json		unique_local_shards	17	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ggf_hh4b_ml_ext20k_frozen_v2_20260716_cross_layer_audit_v2.json		unique_seeds	17	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ggf_hh4b_ml_ext20k_frozen_v2_20260716_cross_layer_audit_v2.json		validated_generated_events	17000	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ggf_hh4b_ml_ext20k_frozen_v2_20260716_cross_layer_audit_v3.json		validated_generated_events	20000	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ggf_hh4b_ml_ext20k_frozen_v2_20260716_cross_layer_audit_v2.json		split_shards.validation	3	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ggf_hh4b_ml_ext20k_frozen_v2_20260716_cross_layer_audit_v3.json		split_shards.validation	3	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/metadata/ggf_hh4b_ml_ext20k_frozen_v2_20260716_cross_layer_audit_v3.json		validation_events	3000	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_0_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000	inner_shard	16000	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	representative_provenance	signal/ggf_hh4b/ggf_hh4b_ml_ext20k_frozen_v2_20260716/metadata/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000_provenance.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000	inner_shard	16000	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_0_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000	local_shard	0	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	representative_provenance	signal/ggf_hh4b/ggf_hh4b_ml_ext20k_frozen_v2_20260716/metadata/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000_provenance.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000	local_shard	0	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_0_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000	n_events	1000	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	representative_provenance	signal/ggf_hh4b/ggf_hh4b_ml_ext20k_frozen_v2_20260716/metadata/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000_provenance.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000	n_events	1000	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_0_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000	seed	86000	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	representative_provenance	signal/ggf_hh4b/ggf_hh4b_ml_ext20k_frozen_v2_20260716/metadata/HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000_provenance.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000	seed	86000	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_0_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard000_seed86000	stage	complete_copied_and_verified	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_1_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard001_seed86001	inner_shard	16001	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_1_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard001_seed86001	local_shard	1	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_1_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard001_seed86001	n_events	1000	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_1_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard001_seed86001	seed	86001	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_1_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard001_seed86001	stage	complete_copied_and_verified	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_2_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard002_seed86002	inner_shard	16002	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_2_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard002_seed86002	local_shard	2	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_2_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard002_seed86002	n_events	1000	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_2_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard002_seed86002	seed	86002	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_2_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard002_seed86002	stage	complete_copied_and_verified	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_3_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard003_seed86003	inner_shard	16003	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_3_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard003_seed86003	local_shard	3	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_3_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard003_seed86003	n_events	1000	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_3_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard003_seed86003	seed	86003	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_3_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard003_seed86003	stage	complete_copied_and_verified	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_4_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard004_seed86004	inner_shard	16004	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_4_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard004_seed86004	local_shard	4	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_4_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard004_seed86004	n_events	1000	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_4_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard004_seed86004	seed	86004	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_4_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard004_seed86004	stage	complete_copied_and_verified	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_5_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard005_seed86005	inner_shard	16005	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_5_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard005_seed86005	local_shard	5	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_5_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard005_seed86005	n_events	1000	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_5_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard005_seed86005	seed	86005	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_5_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard005_seed86005	stage	complete_copied_and_verified	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_6_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard006_seed86006	inner_shard	16006	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_6_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard006_seed86006	local_shard	6	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_6_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard006_seed86006	n_events	1000	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_6_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard006_seed86006	seed	86006	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_6_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard006_seed86006	stage	complete_copied_and_verified	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_7_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard007_seed86007	inner_shard	16007	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_7_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard007_seed86007	local_shard	7	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_7_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard007_seed86007	n_events	1000	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_7_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard007_seed86007	seed	86007	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_7_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard007_seed86007	stage	complete_copied_and_verified	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_8_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard008_seed86008	inner_shard	16008	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_8_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard008_seed86008	local_shard	8	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_8_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard008_seed86008	n_events	1000	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_8_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard008_seed86008	seed	86008	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_8_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard008_seed86008	stage	complete_copied_and_verified	structured_metadata_candidate						
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/ggf_hh4b_ml_ext20k_frozen_v2_20260716/receipts/ggf_hh4b_ml_ext20k_frozen_v2_20260716_bulk_3586817_9_receipt.json	HH4b_ggf_ggf_hh4b_ml_ext20k_frozen_v2_20260716_shard009_seed86009	inner_shard	16009	structured_metadata_candidate						
